	Treatment1	Treatment2	Treatment3	Treatment4	Treatment5	Treatment6	Treatment7	Treatment8	Treatment9	Treatment10	Treatment11	Treatment12	Treatment13	Treatment14	Treatment15	Treatment16	Treatment17	Treatment18	Treatment19	Treatment20	Treatment21	Treatment22	Treatment23	Treatment24	Treatment25	Treatment26	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control21	Control22	Control23	Control24	Control25	Control26	Control27	Control28
MH0435_GL0172862	37449.54986	37449.54986	37449.54986	37449.54986	147345.3622	30558.66324	30558.66324	30558.66324	7978.458317	7978.458317	7978.458317	90160.9517	1637.184203	1637.184203	30998.79454	122172.3296	53308.56798	40841.205	-4147.242967	6617.963199	6617.963199	6617.963199	38897.83089	35665.67507	-8121.811319	16091.94101	37449.54986	37449.54986	37449.54986	37449.54986	30558.66324	30558.66324	30558.66324	30558.66324	56023.3311	60720.58439	39201.75811	49860.41177	1637.184203	73529.23588	61415.0308	45513.15735	100807.7318	21315.22971	33368.4944	32704.23895	6617.963199	53509.59761	6617.963199	6617.963199	24982.22195	35612.3245	20201.41743	16889.23575
MH0054_GL0061135	30308.18237	30308.18237	30308.18237	30308.18237	-3319.639636	38976.59438	-3319.639636	42704.4992	3916.722749	48579.68745	3916.722749	30444.66909	30444.66909	30444.66909	30444.66909	62497.7791	-34531.65117	22691.09455	15771.69922	29960.33863	29960.33863	29960.33863	-16988.96753	-16988.96753	26196.37352	-16988.96753	30308.18237	30308.18237	30308.18237	30308.18237	74203.90591	72413.52379	69226.84942	-3319.639636	3916.722749	3916.722749	3916.722749	54675.25455	30444.66909	30444.66909	30444.66909	30444.66909	29818.47072	51971.40171	32452.61177	55613.18873	29960.33863	29960.33863	29960.33863	29960.33863	-16988.96753	-16988.96753	39184.92777	78522.35593
MH0002_GL0044907	18674.9852	18674.9852	97771.53884	65891.77249	84521.75796	46540.01111	6914.489368	48907.92157	26789.02655	26789.02655	26789.02655	72363.88652	5828.190369	5828.190369	99481.02065	-27856.82285	32650.24252	78913.20053	1783.6054	-12033.46286	64600.57032	55490.31245	14795.60907	14795.60907	14795.60907	14795.60907	18674.9852	18674.9852	18674.9852	18674.9852	6914.489368	64629.25214	6914.489368	57287.57212	26789.02655	26789.02655	26789.02655	26789.02655	62075.78252	5828.190369	59722.15178	5828.190369	-3951.563768	32089.99192	49959.87207	3111.822165	-12033.46286	-12033.46286	-12033.46286	52310.23801	14795.60907	14795.60907	94261.48079	48184.41157
MH0088_GL0106698	11119.70071	11119.70071	45992.84584	31315.09222	34665.35267	52709.80536	26945.86835	35592.87126	39192.85712	39192.85712	39192.85712	64002.14329	22645.75838	87650.75675	97004.39845	16964.05357	12062.85181	21224.73213	36607.94938	73177.66299	66624.8242	53123.58208	38998.04099	38998.04099	38998.04099	38998.04099	84222.65714	50471.54369	11119.70071	59486.10173	18179.13122	73401.90204	37439.47647	7924.991544	39192.85712	39192.85712	39192.85712	39192.85712	35921.70991	22645.75838	66040.18374	22645.75838	29981.5104	23635.80002	47498.62046	92398.31919	61154.58308	38152.85242	17401.32878	40812.50343	38998.04099	38998.04099	38998.04099	38998.04099
NOF013_GL0064480	-26480.99237	6654.247961	-26480.99237	37919.92035	66100.62806	47753.48106	-20224.58315	24444.56872	52123.42892	39719.27707	-4469.47328	32822.61729	32822.61729	32822.61729	32822.61729	-12716.2898	-12716.2898	9228.130039	-12716.2898	32306.46627	32306.46627	32306.46627	26319.13693	26319.13693	26319.13693	26319.13693	49759.69081	46367.68956	45537.04597	97452.26986	39813.99333	53351.90865	60381.72099	69596.74385	-4469.47328	-4469.47328	-4469.47328	27289.59542	32822.61729	32822.61729	32822.61729	32822.61729	104276.5297	18097.21287	45270.0791	27302.57092	32306.46627	32306.46627	32306.46627	32306.46627	26319.13693	26319.13693	128140.1522	26319.13693
V1.UC31-4_GL0127508	2184.92725	2184.92725	36182.30623	44606.83763	37313.6956	64145.10161	60822.42125	87178.28768	22357.2077	63884.00933	22357.2077	18808.65093	18808.65093	18808.65093	18808.65093	-6754.313543	54912.5729	32986.49868	58495.09453	29596.21406	29596.21406	29596.21406	29991.08546	29991.08546	29991.08546	29991.08546	84706.79236	2184.92725	2184.92725	60966.28427	40861.95243	22788.40026	12910.58976	43861.50975	22357.2077	22357.2077	22357.2077	61778.14945	18808.65093	36735.6584	67206.12128	18808.65093	-6754.313543	50237.69394	31811.26741	15417.22537	29596.21406	29596.21406	29596.21406	29596.21406	29991.08546	29991.08546	29991.08546	29991.08546
MH0027_GL0004293	87125.96946	93817.52144	48173.19782	105126.7304	8634.473371	36845.84754	93352.8479	84823.22068	-4792.791463	93934.34021	62124.80396	39830.04158	-17290.07739	-17290.07739	-17290.07739	111800.3424	84002.70047	61366.54894	115195.5846	1205.516691	1205.516691	23235.25099	27616.29478	59774.46186	103904.8688	85951.85089	59863.1609	-10104.06304	-10104.06304	22325.6606	36409.161	99595.80405	8634.473371	8634.473371	90003.17375	87671.90062	46299.57339	60062.31291	55146.23556	1978.180015	70054.97737	50040.83757	3311.520462	3311.520462	3311.520462	3311.520462	1205.516691	56140.6473	87617.63255	123612.5521	27616.29478	27616.29478	27616.29478	27616.29478
MH0012_GL0184509	47338.81771	100428.3933	94275.70981	2290.617974	116864.3459	9495.352491	9495.352491	9495.352491	-19827.39538	-19827.39538	31371.87141	14188.83659	14188.83659	14188.83659	14188.83659	23012.39496	23012.39496	23012.39496	23012.39496	-15469.71583	47291.67989	32563.70541	23245.61285	23245.61285	23245.61285	23245.61285	2290.617974	2290.617974	2290.617974	2290.617974	9495.352491	9495.352491	9495.352491	9495.352491	14301.6138	-19827.39538	12931.03881	16252.22965	14188.83659	14188.83659	14188.83659	14188.83659	23012.39496	23012.39496	23012.39496	23012.39496	-15469.71583	24885.1238	-15469.71583	77115.08091	23245.61285	23245.61285	23245.61285	23245.61285
O2.UC19-2_GL0067554	21967.35113	21967.35113	21967.35113	21967.35113	17913.29839	17913.29839	17913.29839	17913.29839	20200.20052	49001.77945	20200.20052	7334.352129	7334.352129	7334.352129	69437.58709	42944.07922	30188.3692	66425.10583	30351.43188	8909.995947	69085.08574	37248.61505	4755.466204	49792.82952	77023.30158	4755.466204	21967.35113	21967.35113	21967.35113	21967.35113	17913.29839	17913.29839	17913.29839	17913.29839	20200.20052	20200.20052	20200.20052	20200.20052	7334.352129	63423.09288	51039.55425	27418.79477	69728.44022	11453.51873	-9043.460749	-6414.469463	8909.995947	8909.995947	8909.995947	8909.995947	64281.70923	4755.466204	4755.466204	40759.82781
MH0041_GL0043887	58923.73564	43014.33187	100167.3712	34137.97396	64746.68463	48763.23435	630.7781444	51548.83676	32326.26265	32326.26265	32326.26265	32375.01115	21371.78384	38319.17859	74697.00936	44916.34187	10601.05824	-33904.39964	25012.18235	72176.63783	76662.84497	38292.69559	19615.65859	19615.65859	19615.65859	73950.21728	45146.95719	61323.05693	6020.868695	6020.868695	53983.29817	630.7781444	53569.4223	630.7781444	32326.26265	102662.8797	32326.26265	32326.26265	62692.9086	122441.7728	440.9491661	440.9491661	112830.6022	28546.50278	47675.00037	52989.97079	55459.41668	71443.59027	-4320.777108	-4320.777108	19615.65859	19615.65859	59821.53041	75910.61468
MH0008_GL0023198	11045.06242	52829.14727	70687.46127	55291.9198	84109.46836	70344.93521	67705.18387	69227.93082	26343.62652	26343.62652	26343.62652	22897.13147	74671.22955	22897.13147	22897.13147	-29797.49129	29519.43339	29211.51335	81401.85973	31378.23128	55160.49435	-36137.60465	30241.17634	30241.17634	30241.17634	30241.17634	59443.33764	11045.06242	11045.06242	11045.06242	52666.84543	44181.0067	11612.48861	11612.48861	26343.62652	26343.62652	26343.62652	26343.62652	22897.13147	22897.13147	22897.13147	88345.29456	55147.62453	14539.39343	18175.01077	50051.63786	44900.60468	42529.83792	30562.8247	36551.90454	30241.17634	30241.17634	30241.17634	30241.17634
MH0147_GL0019396	-10556.46168	-10556.46168	-10556.46168	-10556.46168	27395.57576	27395.57576	27395.57576	27395.57576	27483.67986	27483.67986	27483.67986	92907.94022	10193.10579	10193.10579	10193.10579	1913.981569	66378.72928	53393.36992	85508.49012	26982.99046	26982.99046	26982.99046	71328.09837	51012.17775	51510.35523	18627.60393	41010.04484	49662.88138	54622.81569	-10556.46168	27395.57576	27395.57576	27395.57576	27395.57576	27483.67986	27483.67986	27483.67986	27483.67986	82309.2977	10193.10579	10193.10579	10193.10579	1913.981569	1913.981569	66761.83531	1913.981569	26982.99046	26982.99046	26982.99046	26982.99046	2783.129955	65848.1461	49614.85067	18791.63798
MH0004_GL0010689	28517.31971	29401.68155	-15584.29535	18047.33832	21158.5736	21158.5736	21158.5736	21158.5736	73129.06946	37197.2865	26273.40327	39646.16658	39646.16658	39646.16658	39646.16658	16599.02818	16599.02818	16599.02818	97556.3875	20421.77301	20421.77301	20421.77301	40407.86541	6032.587197	-5344.609446	-3837.876098	31982.29254	44712.78907	66772.65592	103342.9593	21158.5736	21158.5736	21158.5736	66752.40301	-10706.67313	32858.51643	-10706.67313	-10706.67313	39646.16658	39646.16658	39646.16658	39646.16658	84477.25262	16599.02818	16599.02818	16599.02818	105549.2123	20421.77301	90403.69107	77734.64355	91643.32659	65958.14657	49898.65366	69635.22867
MH0371_GL0087622	30036.4072	30036.4072	30036.4072	30036.4072	23201.33581	23201.33581	23201.33581	23201.33581	-10415.73499	99056.79582	-10415.73499	29777.29511	108544.199	-11841.82602	-11841.82602	35076.41164	65733.52689	-20694.47691	63568.56234	140062.8357	8923.206109	94057.31177	116344.5246	63477.57252	87330.88754	2749.184543	30036.4072	30036.4072	30036.4072	30036.4072	23201.33581	23201.33581	23201.33581	23201.33581	48433.21682	-10415.73499	32733.19427	52596.13244	33786.28196	40622.59827	-11841.82602	60027.22557	41789.83027	67947.3599	71925.06736	-20694.47691	8923.206109	8923.206109	8923.206109	8923.206109	2749.184543	96943.8819	2749.184543	2749.184543
O2.UC48-0_GL0260817	1148.894075	1148.894075	1148.894075	1148.894075	2738.078069	81904.28647	2738.078069	45731.11791	22970.6938	22970.6938	22970.6938	3815.087751	3815.087751	3815.087751	3815.087751	79117.55165	10021.46095	12962.55407	-42194.21954	6450.226205	6450.226205	6450.226205	17506.07895	17506.07895	17506.07895	17506.07895	60356.46345	1148.894075	1148.894075	64438.27676	78762.14682	2738.078069	2738.078069	2738.078069	22970.6938	22970.6938	22970.6938	22970.6938	3815.087751	3815.087751	3815.087751	34182.61923	16294.11667	47192.23366	-42194.21954	40995.00956	6450.226205	6450.226205	6450.226205	6450.226205	17506.07895	17506.07895	17506.07895	17506.07895
MH0101_GL0065868	12928.81324	7333.721138	37266.07956	72040.97384	57289.43159	81690.03774	12295.98198	53942.2046	6258.634495	71221.54527	6258.634495	34673.28641	34673.28641	34673.28641	34673.28641	34361.40299	34361.40299	34361.40299	34361.40299	27141.99526	27141.99526	27141.99526	56455.21848	57837.59581	47880.68994	-6489.987239	46771.19216	43423.70116	31146.21162	100620.4929	12295.98198	12295.98198	76783.21878	12295.98198	47459.71193	70590.79909	45353.05914	6258.634495	34673.28641	34673.28641	34673.28641	34673.28641	34361.40299	34361.40299	34361.40299	34361.40299	27141.99526	27141.99526	27141.99526	27141.99526	-6489.987239	50250.85295	55275.36335	-6489.987239
V1.UC40-1_GL0030151	25510.25219	25510.25219	25510.25219	25510.25219	19689.31111	19689.31111	119301.8425	19689.31111	15436.48126	15436.48126	15436.48126	82134.30735	94252.55005	63678.89568	109672.6084	-15378.94258	100752.3571	95258.64653	67457.33927	74749.00213	72011.01608	98306.08974	-11324.46899	36424.39291	41971.21754	-11324.46899	25510.25219	25510.25219	25510.25219	25510.25219	19689.31111	19689.31111	19689.31111	19689.31111	103276.6095	15436.48126	81130.70144	15436.48126	-11822.62214	6036.724917	30039.76615	32424.02461	7479.982549	32985.93663	5276.626186	26054.85738	4690.183538	4690.183538	4690.183538	63188.61657	-11324.46899	35062.37493	65738.5595	-11324.46899
DLM012_GL0035146	37215.67531	83198.78563	75402.53401	34309.69639	-9054.323136	63034.27371	49927.61068	48702.88332	42112.43203	83144.08293	42112.43203	35813.5092	63692.98341	36745.74297	58138.23436	75991.76859	50625.68351	29823.44999	99141.17069	44197.76696	44197.76696	143382.1259	80156.81356	75100.94217	116039.1415	48319.04538	59730.47718	20482.14633	39807.9858	107439.9004	60583.51884	65977.77982	36010.96342	31226.46586	42112.43203	42112.43203	94338.89607	42112.43203	77299.04903	86135.94309	80108.25593	51394.31881	35958.63109	41681.9179	40936.73511	86792.20271	44197.76696	44197.76696	44197.76696	44197.76696	61039.45016	11905.64145	11905.64145	11905.64145
MH0341_GL0110826	46136.42084	-35812.04027	49161.04219	65048.38075	29353.14197	42671.34009	-28713.72251	52632.13009	68219.81955	26684.61862	15165.44392	108838.9809	40618.76494	40618.76494	40618.76494	10294.71888	10294.71888	83289.02808	10294.71888	39028.45149	39028.45149	39028.45149	27236.80519	27236.80519	27236.80519	27236.80519	54699.451	34994.99183	40215.39138	68807.95683	10456.03874	47265.30964	19405.53237	92234.4482	31956.37785	-33001.34243	55797.76089	35299.6717	40618.76494	40618.76494	40618.76494	40618.76494	10294.71888	71344.74877	49493.42789	81289.36784	39028.45149	39028.45149	39028.45149	39028.45149	91027.29174	100954.4214	27236.80519	112483.6473
MH0356_GL0154123	30775.20967	30775.20967	30775.20967	30775.20967	-4301.267911	49131.73159	-4301.267911	36193.91304	30995.05649	30995.05649	30995.05649	18880.33972	18880.33972	18880.33972	86501.55772	19972.74634	19972.74634	19972.74634	19972.74634	5309.346108	73606.83087	5309.346108	17872.79973	6268.627807	11207.27718	24207.50367	30775.20967	30775.20967	30775.20967	30775.20967	35158.8629	-4301.267911	38410.73276	63947.92881	30995.05649	30995.05649	30995.05649	30995.05649	18880.33972	18880.33972	18880.33972	18880.33972	53331.31258	112219.9937	19972.74634	19972.74634	72458.10974	5309.346108	5309.346108	5309.346108	55654.17629	36362.72489	61486.03593	60796.04281
MH0437_GL0110317	46503.99244	13787.50419	8896.10491	11917.49158	27502.49579	27502.49579	27502.49579	27502.49579	27588.19125	27588.19125	27588.19125	59446.58423	7458.086958	7458.086958	7458.086958	23273.9339	-9213.309111	50091.61144	32639.89261	20034.22143	20034.22143	20034.22143	14585.39164	14585.39164	83051.53042	14585.39164	80909.37826	45274.99764	-37682.15093	54059.07622	27502.49579	27502.49579	27502.49579	27502.49579	27588.19125	27588.19125	27588.19125	27588.19125	7458.086958	61007.1071	59640.7548	7458.086958	14854.90557	65325.81476	-9213.309111	56858.71889	20034.22143	113897.9017	20034.22143	20034.22143	90368.83209	14585.39164	14585.39164	14585.39164
MH0002_GL0044927	25746.66036	25746.66036	25746.66036	25746.66036	31431.38928	-6624.305083	42036.96236	34440.20006	25921.53622	25921.53622	25921.53622	3359.368316	47127.58658	65969.91759	3359.368316	85742.47506	96054.49071	59892.28616	34683.46655	11889.43103	11889.43103	57885.66257	77546.38175	52873.10316	1054.543388	56714.80463	25746.66036	25746.66036	25746.66036	25746.66036	-6624.305083	59126.82505	101153.1912	-6624.305083	25921.53622	25921.53622	25921.53622	25921.53622	3359.368316	76474.0364	3359.368316	57707.77626	32744.32658	27102.28108	23049.62887	23008.04008	11889.43103	11889.43103	11889.43103	11889.43103	1054.543388	1054.543388	32067.70458	1054.543388
MH0088_GL0087394	30490.01072	30490.01072	30490.01072	30490.01072	24264.40532	24178.53819	53755.43503	43736.55172	5402.727223	36801.77261	73447.27199	65290.16235	80967.75801	45074.13777	-1936.909132	62937.15064	14824.25635	24813.59348	20435.30694	14895.01876	82442.70135	14895.01876	40627.75717	40627.75717	40627.75717	40627.75717	30490.01072	30490.01072	30490.01072	30490.01072	19317.19765	-690.6336501	53750.7084	83719.12789	53064.73657	45621.43076	38159.15385	5402.727223	65680.73412	54951.63026	53957.58388	42855.15038	71351.53299	41370.36042	35017.89658	33499.97359	14895.01876	14895.01876	14895.01876	41282.54743	40627.75717	40627.75717	40627.75717	40627.75717
V1.CD42-0_GL0025238	12623.25516	56143.29349	12623.25516	61051.46706	24900.22539	24900.22539	24900.22539	24900.22539	28262.36228	45640.75763	49710.58062	24897.3182	24897.3182	24897.3182	24897.3182	24672.46087	24672.46087	24672.46087	24672.46087	36698.02323	37788.07021	1936.782955	52011.4351	11608.55579	11608.55579	11608.55579	12623.25516	12623.25516	12623.25516	12623.25516	24900.22539	24900.22539	24900.22539	24900.22539	48793.61433	7488.679414	-8289.42135	8975.295309	24897.3182	24897.3182	24897.3182	24897.3182	24672.46087	24672.46087	24672.46087	24672.46087	1936.782955	29609.30606	54609.59348	39941.7233	11608.55579	11608.55579	50896.31563	11608.55579
MH0187_GL0057219	10686.70276	10686.70276	10686.70276	10686.70276	31545.00672	31545.00672	31545.00672	31545.00672	-4425.882939	43106.31734	33601.83308	54984.93594	-5162.56243	-5162.56243	20305.21963	16202.60144	16202.60144	16202.60144	16202.60144	22151.22941	22151.22941	22151.22941	-60938.62065	65766.52609	18111.44516	11642.92466	10686.70276	10686.70276	89812.13425	79246.58418	31545.00672	31545.00672	31545.00672	31545.00672	38017.74764	-4425.882939	34178.09526	-4425.882939	-5162.56243	78072.20257	-5162.56243	68377.84783	16202.60144	77393.50846	16202.60144	16202.60144	22151.22941	22151.22941	22151.22941	22151.22941	5673.075505	37673.28546	29021.12427	10433.89523
V1.CD21-4_GL0034233	40484.84581	-5005.220497	53112.84297	76099.9065	21257.94404	21257.94404	137713.8337	21257.94404	28665.49501	81963.97367	28665.49501	28375.6775	28375.6775	28375.6775	28375.6775	81153.26451	75565.28009	-27405.53972	24348.11755	54323.84957	58103.563	49724.21974	-1729.532291	28593.69307	-1729.532291	51094.03191	33940.04507	-5005.220497	60672.3415	93778.10446	85624.51008	21257.94404	21257.94404	21257.94404	28665.49501	28665.49501	28665.49501	28665.49501	28375.6775	28375.6775	28375.6775	88389.88295	-27405.53972	47510.82537	65510.52494	44436.52974	47464.89451	85683.12168	54917.02367	-13857.76731	48953.23223	75508.11592	68816.68591	-1729.532291
MH0176_GL0111362	5384.701378	5384.701378	5384.701378	5384.701378	14879.73327	24214.93714	55363.22025	117404.5572	42180.90603	42180.90603	42180.90603	26950.01089	59359.9155	19664.17081	19664.17081	41675.48981	41675.48981	41675.48981	41675.48981	13274.43522	4281.822307	4281.822307	-6932.572703	15785.34382	27508.75852	-6932.572703	67508.66576	61616.60796	56264.126	86450.9088	48002.82062	11449.60658	67802.42452	79390.86456	42180.90603	42180.90603	42180.90603	42180.90603	140501.8179	19664.17081	30716.54115	51817.61311	41675.48981	41675.48981	41675.48981	41675.48981	102715.4384	56123.43196	42920.46658	59725.59869	45076.11184	83087.77366	63993.09909	77757.15398
MH0133_GL0073216	28863.83525	28863.83525	28863.83525	28863.83525	28972.26681	28972.26681	28972.26681	28972.26681	95564.77098	1940.088581	1940.088581	28991.32216	28991.32216	28991.32216	28991.32216	38243.2023	10148.52565	10148.52565	10148.52565	62187.02883	-5242.377829	-5242.377829	60052.65633	39521.51825	-52935.21663	31266.1658	28863.83525	28863.83525	28863.83525	28863.83525	28972.26681	28972.26681	28972.26681	28972.26681	64779.23163	1940.088581	1940.088581	1940.088581	28991.32216	28991.32216	28991.32216	28991.32216	68241.86899	50928.17909	107816.6753	10148.52565	71466.02859	66838.57936	-5242.377829	-5242.377829	15318.60501	19453.36778	44972.48864	51151.95585
MH0165_GL0021986	12287.06768	12287.06768	12287.06768	12287.06768	78947.92624	5744.132546	5744.132546	5744.132546	15865.53281	97156.18041	15865.53281	56647.8855	18443.5023	52035.32414	27774.37642	4713.099698	52468.26771	4713.099698	4713.099698	20910.67527	20910.67527	20910.67527	21221.87468	21221.87468	21221.87468	21221.87468	12287.06768	12287.06768	79565.76814	12287.06768	5744.132546	5744.132546	5744.132546	87399.98661	15865.53281	15865.53281	15865.53281	15865.53281	-30096.39339	22627.43295	-30096.39339	20035.39847	4713.099698	4713.099698	4713.099698	4713.099698	20910.67527	20910.67527	20910.67527	20910.67527	21221.87468	21221.87468	21221.87468	21221.87468
T2D-14A_GL0101792	3681.879209	3681.879209	3681.879209	3681.879209	-16908.81904	-16908.81904	-16908.81904	41040.42715	-1466.353107	-1466.353107	-1466.353107	98033.43872	4628.828419	4628.828419	4628.828419	17400.32213	17400.32213	17400.32213	17400.32213	17312.93835	17312.93835	17312.93835	14271.21393	14271.21393	14271.21393	14271.21393	3681.879209	3681.879209	3681.879209	3681.879209	-16908.81904	75197.14486	96853.58231	4188.709151	-1466.353107	-1466.353107	-1466.353107	-1466.353107	4628.828419	4628.828419	4628.828419	4628.828419	17400.32213	17400.32213	17400.32213	17400.32213	17312.93835	17312.93835	17312.93835	17312.93835	14271.21393	14271.21393	14271.21393	14271.21393
MH0203_GL0087886	57944.80096	7495.220046	67473.02601	58961.27487	48552.47197	76198.21624	69825.62005	92788.03278	60813.79025	60813.79025	60813.79025	60828.00608	86628.47101	55055.10415	66550.79857	8196.656772	69292.70627	61832.4664	51001.14755	75085.20009	93151.16285	30416.74282	33310.80693	65187.45813	33310.80693	73275.82272	50928.20825	84201.65342	80324.11399	60950.0564	8655.279862	64796.009	45235.82532	51458.32317	60813.79025	60813.79025	60813.79025	60813.79025	47401.62452	11838.66217	72222.00781	95857.4503	54562.51323	68268.16265	64469.43936	99818.69782	30416.74282	76640.2085	73335.61545	73732.77517	33310.80693	76579.77978	33310.80693	94591.24655
O2.UC59-2_GL0010527	29298.07051	148532.663	29298.07051	111294.0807	5956.890584	102401.4752	83730.4393	98922.85343	20001.06894	71375.1626	20001.06894	62493.51139	85899.35253	3183.032178	3183.032178	-5117.316048	106088.3865	90726.87416	62785.76263	99064.26766	73773.89257	61270.66723	98739.26986	64859.72679	63576.11327	80675.41612	29298.07051	29298.07051	29298.07051	29298.07051	59874.71643	65932.70779	90060.07128	100463.5017	59327.04129	114134.4188	72322.64667	20001.06894	84761.10484	43826.04987	57219.8962	94031.54424	-5117.316048	80409.79284	77490.16113	73807.17558	89443.45062	77681.69004	79281.64247	-12011.56621	48841.55541	43740.23476	58118.91507	62812.81728
MH0003_GL0111821	1941.418047	81584.80496	1941.418047	116398.3043	64741.17555	34839.63625	30822.29775	10735.60527	29626.54948	29626.54948	29626.54948	15312.39838	15312.39838	15312.39838	15312.39838	17568.11522	17568.11522	17568.11522	17568.11522	59969.43139	4648.813252	4648.813252	78830.35681	-11059.80334	77911.08575	99609.85087	87747.80605	1941.418047	1941.418047	1941.418047	63251.14683	-33693.18268	-33693.18268	70048.73863	29626.54948	29626.54948	29626.54948	29626.54948	75932.92059	15312.39838	15312.39838	15312.39838	17568.11522	17568.11522	17568.11522	17568.11522	4648.813252	4648.813252	82524.34676	4648.813252	43892.10438	51841.48435	-11059.80334	47743.78399
V1.UC16-0_GL0016108	-94.18644211	86276.5956	52325.80345	63771.0213	69368.47924	47392.96673	-25752.51155	35245.41977	5282.134918	5282.134918	69082.33119	56217.40304	81743.72728	65320.71785	87377.22634	13857.90816	13857.90816	13857.90816	13857.90816	25589.9803	25589.9803	25589.9803	-6590.752732	-6590.752732	-6590.752732	88611.59629	56431.68329	80952.85247	-94.18644211	140364.664	98234.15704	59752.30156	-25752.51155	106352.692	68023.74079	72519.50412	5282.134918	5282.134918	129991.4028	-2752.335061	-2752.335061	-2752.335061	13857.90816	77964.94294	70811.22765	104571.2767	25589.9803	25589.9803	103292.9843	25589.9803	84616.57341	64516.22316	57933.63542	86793.75009
O2.UC30-2_GL0089013	31505.52957	31505.52957	31505.52957	31505.52957	73066.62594	6358.903545	6358.903545	6358.903545	13575.8584	41943.84566	13575.8584	4208.457961	-32053.3478	30171.82129	117876.5643	-1315.500518	74463.01391	60612.34007	-1315.500518	-723.6369734	50609.46692	66434.6232	38293.99744	13907.76937	70796.72611	52555.14896	31505.52957	31505.52957	31505.52957	31505.52957	42202.79758	6358.903545	6358.903545	45865.51867	66660.06234	86328.24322	13575.8584	45296.62389	59821.83887	14545.9363	31490.72329	61018.51366	-1315.500518	-1315.500518	42944.8888	25691.37314	-723.6369734	44070.54295	34343.18084	-723.6369734	13907.76937	13907.76937	13907.76937	13907.76937
T2D-150A_GL0022759	31131.3557	49100.52967	-18832.5498	-18832.5498	92311.76914	4431.63471	4431.63471	4431.63471	23968.59086	23968.59086	23968.59086	18343.43756	18343.43756	18343.43756	18343.43756	100582.9827	-12435.89878	-12435.89878	-12435.89878	56130.09913	47842.25115	-12813.94347	19370.81913	19370.81913	19370.81913	19370.81913	36035.15699	65155.45753	84088.49055	-18832.5498	4431.63471	111080.7677	79997.44186	4431.63471	23968.59086	23968.59086	23968.59086	23968.59086	18343.43756	18343.43756	18343.43756	134938.276	-12435.89878	51009.14255	29789.39703	36522.13003	79974.08781	91839.26842	67567.82405	-12813.94347	118620.4214	19370.81913	19370.81913	19370.81913
O2.UC3-1_GL0159619	30042.82003	30042.82003	30042.82003	30042.82003	23401.70685	23401.70685	23401.70685	23401.70685	30252.27234	30252.27234	30252.27234	84712.84283	60134.07369	35017.3638	92739.26041	28333.09809	42766.09735	-33803.99685	99846.97047	10182.7676	10182.7676	75051.33366	83437.08798	16894.73686	78767.91272	56975.0616	30042.82003	30042.82003	30042.82003	30042.82003	23401.70685	78952.07621	23401.70685	23401.70685	30252.27234	30252.27234	30252.27234	30252.27234	71050.85547	-112.4443268	26191.86228	60619.35887	41260.65143	41594.37097	39883.50213	44086.14352	10182.7676	10182.7676	10182.7676	10182.7676	-20318.04614	-20318.04614	-20318.04614	23795.17191
MH0447_GL0193802	64134.76348	91862.17625	127856.1844	105092.3519	93496.31499	119637.9513	39410.55478	88172.85363	121275.4483	67083.20785	109534.1004	115481.113	106077.7128	129539.039	54444.97388	113293.6193	110677.7901	122387.8498	49459.22885	110827.6585	84438.65409	72032.57557	67562.85906	103408.8694	108683.6512	106700.3332	68628.35348	88502.80259	80322.75791	89294.84186	78973.18371	84397.85156	110903.8312	128776.8973	98340.33325	67083.20785	131505.4733	67083.20785	69575.32779	53416.57527	94430.91507	50425.72793	49459.22885	103402.9883	49459.22885	93564.20769	119423.0225	94007.95327	103098.0145	92044.62372	115561.9666	107361.4392	73518.43934	115576.0327
